name,year,author,word1,freq1,word2,freq2,word3,freq3
Nullam sit amet turpis elementum ligula vehicula consequat.,1995,Derron Sowersby,praesent,42,nulla,67,in,92
Sed vel enim sit amet nunc viverra dapibus.,1995,Duane Chiplen,accumsan,56,nulla,120,sit,19
Morbi ut odio.,1988,Oriana Scarrott,etiam,84,duis,120,elementum,129
Nulla nisl.,1995,Elene Brundill,et,76,gravida,65,eu,129
Praesent id massa id nisl venenatis lacinia.,1995,Scott Rippon,ipsum,56,risus,73,pretium,129
Nullam molestie nibh in lectus.,2002,Jeff Bletsoe,erat,12,sed,59,lectus,89
Donec quis orci eget orci vehicula condimentum.,2012,Gweneth MacNeice,ligula,93,tincidunt,59,eu,84
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2004,Alfi Playfair,vestibulum,98,quisque,59,gravida,90
Pellentesque eget nunc.,2006,Maryjane Orbine,tempus,42,non,67,quis,10
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2004,Ericka Gready,nibh,29,dis,67,volutpat,10
"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1995,Corri Bowshire,tristique,29,sollicitudin,89,amet,10
Maecenas tincidunt lacus at velit.,1996,Vivienne Beglin,praesent,29,placerat,67,eget,92
"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2004,Penn Toffler,metus,93,quam,59,vestibulum,80
Etiam pretium iaculis justo.,1988,Gaby Gantlett,blandit,93,venenatis,53,id,129
In quis justo.,1985,Quentin Yurov,nunc,84,sollicitudin,67,erat,92
Nam dui.,2003,Hattie Treanor,proin,23,aliquet,43,dapibus,89
Aenean auctor gravida sem.,2011,Tracee Djorevic,leo,56,proin,67,natoque,89
Curabitur gravida nisi at nibh.,2007,Christi McBeath,amet,56,dui,120,eleifend,129
Vivamus in felis eu sapien cursus vestibulum.,1998,Andy Gossipin,lacinia,56,pulvinar,73,orci,18
Nulla ac enim.,1989,Auberta Trodd,ipsum,42,nisi,43,arcu,129
"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2008,Jillie Absolon,platea,98,dui,67,nisi,18
Phasellus sit amet erat.,1997,Delly Itzig,eget,29,tempus,65,pellentesque,19
Mauris lacinia sapien quis libero.,1993,Roch Scrooby,lorem,76,vestibulum,65,consequat,129
Donec posuere metus vitae ipsum.,1991,Clemens Stanway,sit,23,ut,19,orci,129
Aenean lectus.,2007,Elfie McKain,sociis,12,quam,53,eget,90
Sed sagittis.,2004,Trueman Attiwill,orci,29,mattis,43,elementum,89
Aliquam non mauris.,2001,Zaneta Badger,vel,76,tristique,89,sagittis,89
Nulla ut erat id mauris vulputate elementum.,2006,Cookie Bliven,turpis,23,amet,53,nulla,80
In blandit ultrices enim.,1989,Toby Zmitrichenko,nec,98,proin,53,neque,92
Sed ante.,2005,Aviva Rabjohns,volutpat,23,ante,67,erat,84
"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2010,Mahmoud Bittlestone,rutrum,93,eu,59,congue,89
Proin interdum mauris non ligula pellentesque ultrices.,2001,Aldon Bartalot,tempus,29,at,67,ipsum,74
Nunc rhoncus dui vel sem.,2004,Ashleigh Bowart,proin,56,erat,120,hac,10
Aenean lectus.,2011,Richmound Noulton,diam,53,cum,89,ultrices,84
Quisque porta volutpat erat.,1985,Cherey Millichip,donec,53,nonummy,19,neque,19
Maecenas ut massa quis augue luctus tincidunt.,2006,Gayleen Merveille,consequat,84,eu,59,leo,19
Aliquam quis turpis eget elit sodales scelerisque.,2003,Jenifer Peiser,lacus,76,placerat,67,amet,18
Cras in purus eu magna vulputate luctus.,2012,Marc Haslum,in,56,a,89,donec,18
Curabitur in libero ut massa volutpat convallis.,2007,Corry Beckley,quam,23,erat,19,id,10
"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",2011,Lyndell Furber,quisque,84,phasellus,43,vivamus,90
"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1996,Illa Barnsley,amet,42,metus,43,diam,129
Mauris sit amet eros.,1997,Judon Lukianov,quis,98,justo,120,pulvinar,10
Nulla mollis molestie lorem.,2012,Andeee Courtonne,quis,53,lacus,65,mus,84
Aliquam quis turpis eget elit sodales scelerisque.,2005,Casper Wallworth,ut,93,molestie,65,dapibus,18
Pellentesque ultrices mattis odio.,1989,Natassia Foston,ultricies,56,curae,67,turpis,10
Mauris sit amet eros.,1994,Flore Sikorsky,congue,98,rhoncus,65,in,10
"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2005,Lonnard Annetts,rutrum,12,pulvinar,89,libero,10
Fusce consequat.,2007,Carilyn Okroy,maecenas,42,pellentesque,73,cras,89
Pellentesque ultrices mattis odio.,2000,Riordan Shepherd,eget,93,luctus,19,duis,84
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2009,Dinny Medforth,sed,98,nulla,19,in,10
Suspendisse potenti.,2010,Robby Dennison,mattis,12,erat,53,sit,92
Aenean auctor gravida sem.,1991,Cort Knightsbridge,sed,98,morbi,53,augue,90
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1998,Gifford Bengefield,urna,12,nonummy,43,quis,10
"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2007,Farah Ollet,sit,29,amet,43,nibh,19
Aliquam sit amet diam in magna bibendum imperdiet.,2000,Archer Muirhead,id,56,aliquam,89,libero,89
Mauris sit amet eros.,1992,Wylie Edmonston,sed,84,ante,53,eleifend,80
Curabitur at ipsum ac tellus semper interdum.,2006,Victor Mudge,lobortis,93,turpis,73,nec,10
In hac habitasse platea dictumst.,2003,Quent Mitchel,libero,29,etiam,73,nulla,84
Nulla tempus.,2008,Lexy Wrightham,placerat,98,vel,73,maecenas,10
Aenean sit amet justo.,1986,Emiline Serjeantson,varius,29,elit,53,justo,10
Vestibulum rutrum rutrum neque.,1994,Berny Erridge,ipsum,93,donec,65,aliquet,80
Duis bibendum.,2006,Berna Garnson,eget,42,dui,67,turpis,18
Nulla justo.,2000,Shawna Taggett,est,23,consequat,67,odio,92
Nullam porttitor lacus at turpis.,2004,Allie Crunkhurn,elementum,56,mauris,89,pellentesque,10
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2010,Peggi Laxon,eu,93,suscipit,89,est,74
Morbi a ipsum.,2008,Even Castangia,convallis,12,diam,59,eget,90
Nulla mollis molestie lorem.,2004,Vic Pepperd,vel,53,morbi,53,duis,10
In hac habitasse platea dictumst.,2001,Adelaide Byram,sapien,42,in,73,ac,10
Morbi non quam nec dui luctus rutrum.,2009,Dickie Grinham,neque,53,sociis,89,pede,89
Duis mattis egestas metus.,1991,Pepito Kenchington,lobortis,56,at,67,est,84
Ut at dolor quis odio consequat varius.,1992,Valentina Hartzogs,fermentum,56,nec,19,rutrum,84
Integer ac leo.,1985,Diana Dickerline,nulla,93,vestibulum,67,sit,90
Sed accumsan felis.,1991,Sauncho De Ruel,lectus,93,erat,19,quam,90
"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2012,Clary Gregs,sit,53,pede,120,in,18
Vestibulum sed magna at nunc commodo placerat.,1994,Farrand Garrood,est,98,faucibus,19,posuere,10
Nullam molestie nibh in lectus.,2011,Sydney Austwick,felis,12,dui,65,condimentum,74
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,1984,Jerrie Young,non,56,imperdiet,120,odio,92
Donec dapibus.,1996,Brewster Quigg,laoreet,93,mi,53,nisl,84
Nunc rhoncus dui vel sem.,2011,Harvey Eastbrook,in,98,pede,53,condimentum,10
Aenean fermentum.,2005,Bryanty John,vestibulum,42,et,67,suspendisse,19
"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1999,Onofredo Heal,sed,76,duis,67,pellentesque,129
In sagittis dui vel nisl.,2003,Cortney Ebbing,sapien,12,nulla,43,ante,84
Integer ac neque.,1992,Giorgio Martonfi,facilisi,42,sapien,89,amet,10
Vivamus vestibulum sagittis sapien.,1996,Clayson Ivanenko,est,56,lectus,120,duis,10
Suspendisse potenti.,1994,Fredric Gallaher,mauris,53,lobortis,19,lorem,92
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2012,Garrik Skeemor,quam,76,adipiscing,67,sed,92
Curabitur gravida nisi at nibh.,1994,Felipa Pedrazzi,at,93,turpis,67,nulla,84
Nulla suscipit ligula in lacus.,2000,Dallis Tomini,dui,29,ultrices,59,ut,10
Pellentesque at nulla.,1998,Serene Duckerin,consectetuer,23,vivamus,19,gravida,80
In blandit ultrices enim.,1993,Dean Lockhead,aliquam,93,lobortis,120,in,80
"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",1997,Rafi Tureville,augue,42,pharetra,19,eget,90
Nulla suscipit ligula in lacus.,1991,Wenda Borborough,duis,98,posuere,65,in,84
In congue.,2000,Fiorenze Bockin,etiam,56,suspendisse,59,ante,84
Proin interdum mauris non ligula pellentesque ultrices.,1997,Bendicty Teaze,quam,42,ante,73,justo,84
Sed sagittis.,2006,Angela Hewson,quis,84,consectetuer,43,consequat,74
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2006,Vick Gauch,ridiculus,98,aliquam,65,quam,84
Maecenas tincidunt lacus at velit.,1995,Deonne Androsik,mi,93,congue,43,lacinia,92
Vestibulum ac est lacinia nisi venenatis tristique.,2009,Ellswerth Mumbeson,pellentesque,98,in,73,proin,92
Duis consequat dui nec nisi volutpat eleifend.,1991,Buddie Delve,donec,12,posuere,59,leo,19
Integer ac neque.,1995,Ainslie Bibey,at,42,in,43,pharetra,84
"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",2004,Fran Radnage,quam,56,eu,19,vivamus,10
Pellentesque at nulla.,1993,Thorsten Staning,in,42,donec,73,tempor,10
In hac habitasse platea dictumst.,1998,Winne Strond,non,84,ipsum,73,convallis,129
Duis bibendum.,2004,Luigi Luthwood,nam,23,pede,43,vestibulum,18
Aliquam erat volutpat.,2005,Morgan Dunlop,maecenas,56,id,89,nulla,74
Morbi non lectus.,2012,Dimitry Yashnov,pede,84,elementum,53,felis,90
Duis consequat dui nec nisi volutpat eleifend.,2007,Rochella Defty,aliquam,76,at,73,turpis,84
Morbi non lectus.,2006,Georgie Kennelly,tincidunt,29,phasellus,89,mollis,92
Integer a nibh.,1997,Jennifer Downey,eros,56,nec,43,ultrices,10
"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1999,Angelia Jewis,diam,93,sodales,43,erat,129
Sed accumsan felis.,2002,Robinet Accum,nulla,76,sapien,73,at,92
Sed accumsan felis.,2010,Richie Le Grice,diam,84,potenti,120,natoque,80
Vivamus in felis eu sapien cursus vestibulum.,2012,Arlinda Oakenfall,luctus,53,id,65,ultrices,19
Quisque id justo sit amet sapien dignissim vestibulum.,2007,Royall Karlsen,feugiat,76,sapien,67,non,129
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1995,Lurline Pocock,et,12,et,59,pretium,129
"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",2012,Amelia Oakeshott,nunc,98,ultrices,59,consectetuer,74
In quis justo.,1998,Katy Battleson,id,42,platea,120,penatibus,84
Maecenas ut massa quis augue luctus tincidunt.,2002,Leeanne Labon,erat,76,venenatis,43,adipiscing,74
Mauris lacinia sapien quis libero.,1995,Robinet Ranson,morbi,56,rhoncus,73,duis,10
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2012,Linc Shorten,orci,53,ipsum,59,mauris,129
Duis consequat dui nec nisi volutpat eleifend.,1994,Frederich Severy,ut,56,semper,67,primis,18
Quisque id justo sit amet sapien dignissim vestibulum.,2003,Orelie Bewlay,eget,23,tincidunt,65,pede,80
Donec posuere metus vitae ipsum.,1995,Cash Dood,elementum,53,curae,120,sit,18
Nulla tellus.,2011,Sascha Nichols,eget,84,vivamus,73,luctus,129
Morbi non lectus.,1990,Hubie Gookey,habitasse,93,condimentum,59,nec,90
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2009,Jacob Skipton,ac,76,id,73,arcu,129
Vivamus tortor.,2013,Goddart Ledamun,lacus,93,pellentesque,19,congue,84
Ut at dolor quis odio consequat varius.,2009,Marlie Fines,natoque,12,erat,43,lorem,80
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1992,Erl Pavlishchev,in,12,luctus,53,luctus,10
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,1995,Guenevere Hazeldine,aliquam,23,nulla,53,diam,92
"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2006,Mathe Davisson,et,42,amet,89,nulla,129
Nunc purus.,1988,Richart Cluley,interdum,84,proin,73,mauris,84
Ut tellus.,2001,Loria Huard,imperdiet,29,eget,43,proin,18
Ut tellus.,1992,Orran Farland,ultrices,76,sit,67,non,129
"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",2011,Osborn Knappett,ac,93,convallis,65,id,10
Curabitur at ipsum ac tellus semper interdum.,2004,Bertie Northway,blandit,42,nullam,67,in,10
Integer ac leo.,2011,Cacilia Sheahan,ornare,29,euismod,89,nulla,10
Maecenas tincidunt lacus at velit.,2007,Brion Snoxell,tristique,29,congue,73,nisi,129
Integer tincidunt ante vel ipsum.,2011,Dru Ference,sit,98,nulla,120,in,129
"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2011,Missie Kellogg,nascetur,23,massa,65,lectus,129
Nam tristique tortor eu pede.,2005,Adrianne Merle,sit,76,tristique,73,eu,80
Morbi ut odio.,2003,Amabel Ivanonko,convallis,12,elementum,59,venenatis,10
Quisque ut erat.,2010,Beryl Elsie,lorem,29,nascetur,73,purus,129
Duis aliquam convallis nunc.,1998,Marris Malham,porttitor,12,in,43,sociis,92
Donec vitae nisi.,2010,Caralie MacMenamie,integer,12,dui,120,diam,10
Nullam sit amet turpis elementum ligula vehicula consequat.,2008,Porty Van den Hof,nulla,29,sapien,67,dui,19
Morbi quis tortor id nulla ultrices aliquet.,1995,Ginevra Keson,bibendum,93,lacus,89,luctus,18
Phasellus id sapien in sapien iaculis congue.,1986,Renell Race,a,42,commodo,67,morbi,10
Nulla ac enim.,2010,Pearla Cawse,vestibulum,84,rutrum,59,platea,92
Nullam molestie nibh in lectus.,2007,Deanne Galletley,aliquam,53,proin,73,sit,84
Nulla tellus.,2003,Phillipe More,lectus,29,purus,120,felis,84
Pellentesque eget nunc.,2011,Luise Aronow,sit,42,eu,19,urna,90
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1992,Danell Mcwhinnie,luctus,98,ut,120,elementum,10
Cras pellentesque volutpat dui.,2000,Drucy Chateau,vulputate,93,pede,43,ut,92
In blandit ultrices enim.,2011,Durand Velez,sodales,56,varius,67,venenatis,19
In eleifend quam a odio.,1967,Jule Clink,nisi,98,a,65,ipsum,90
"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1984,Pembroke Scotting,erat,93,mauris,67,accumsan,84
Curabitur gravida nisi at nibh.,1992,Corabella Coulbeck,interdum,53,natoque,67,in,84
Integer tincidunt ante vel ipsum.,1993,Veronica Thrussell,at,98,vel,67,id,90
Quisque porta volutpat erat.,2003,Kareem Sheardown,in,29,tincidunt,73,metus,80
Donec ut mauris eget massa tempor convallis.,2007,Constantine Bendle,viverra,76,venenatis,67,mi,92
Duis mattis egestas metus.,1997,Kristoforo Matuszyk,mauris,23,tincidunt,65,consequat,89
Fusce posuere felis sed lacus.,2006,Abelard Danilin,fermentum,56,amet,120,non,74
Phasellus id sapien in sapien iaculis congue.,2008,Ellswerth Gerauld,enim,29,erat,43,sapien,10
Curabitur in libero ut massa volutpat convallis.,2005,Rosalinde McLeoid,sapien,23,posuere,19,pellentesque,10
In hac habitasse platea dictumst.,1992,Udale Percy,in,42,nulla,67,adipiscing,89
"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",1988,Ken Firpi,eget,23,vulputate,53,semper,74
Maecenas ut massa quis augue luctus tincidunt.,1986,Amandy McGee,tortor,12,integer,43,sit,92
"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2011,Thornton Denkin,ipsum,56,nulla,120,consequat,129
Curabitur in libero ut massa volutpat convallis.,2009,Stephana Crowthe,phasellus,23,in,59,purus,84
Praesent lectus.,1993,Madelon Adriaens,lacus,93,ante,53,eros,84
Curabitur in libero ut massa volutpat convallis.,2011,Kirby Atter,aliquet,93,libero,89,integer,129
Sed ante.,1972,Verine Roundtree,amet,29,curae,73,nisi,19
Sed sagittis.,1992,Mavra Grady,sit,29,ultrices,53,elit,74
"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2011,Hilary Hyde,est,98,purus,73,congue,10
Nulla ac enim.,1972,Susana Cabell,elementum,98,non,89,auctor,18
Ut tellus.,1988,Violet Fley,justo,56,est,19,id,90
"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2000,Jorie Matelyunas,pede,56,turpis,43,volutpat,92
Cras pellentesque volutpat dui.,1984,Murdock Etty,donec,56,nibh,67,enim,10
Nam nulla.,1985,Constantia Disney,ac,12,convallis,19,praesent,84
Morbi ut odio.,2007,Bat McParlin,diam,12,gravida,19,sit,18
"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2005,Kingston Adderley,amet,98,cras,53,tortor,129
In congue.,1999,Rikki Ragbourn,quam,29,sapien,65,lobortis,19
Duis bibendum.,2010,Fredi Line,vestibulum,76,tellus,73,orci,92
Etiam faucibus cursus urna.,1988,Emmy Matisse,et,56,ut,89,luctus,18
Nulla mollis molestie lorem.,2012,Codie MacGeffen,magna,98,eu,59,amet,90
Nulla tellus.,2009,Ferdinande Blackledge,amet,56,nisi,89,pellentesque,90
Fusce consequat.,2008,Ulrikaumeko Huncote,felis,56,turpis,89,vel,92
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,2002,Noble Staning,molestie,84,vulputate,67,donec,74
Proin interdum mauris non ligula pellentesque ultrices.,2010,Riane Kynge,sed,56,eros,120,elit,92
Phasellus sit amet erat.,1976,Feliza Fodden,risus,98,eget,89,donec,89
Vestibulum rutrum rutrum neque.,1995,Kalil Johnsson,mus,76,hac,73,aenean,84
"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1993,Margi Gilbride,tortor,12,consectetuer,67,sed,84
Pellentesque at nulla.,1998,Hermie Krauss,leo,42,iaculis,67,sapien,10
Mauris lacinia sapien quis libero.,2007,Mariska Maliphant,libero,56,dolor,43,purus,80
Nulla facilisi.,1968,Latashia Althrope,erat,42,a,89,leo,19
Praesent blandit.,2011,Kendal Pipe,et,23,et,67,felis,84
Morbi a ipsum.,1998,Saul Simchenko,in,84,tincidunt,89,varius,10
Pellentesque viverra pede ac diam.,1997,Yulma Beatey,ligula,42,dui,53,nibh,84
In quis justo.,2006,Robbin Duffyn,phasellus,84,odio,89,consequat,74
Nulla tempus.,2010,Hobey Elcomb,in,29,sapien,120,aliquet,10
"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",1984,Rana Dod,eget,76,morbi,89,luctus,80
Nulla ac enim.,2013,Zechariah Kaley,bibendum,93,ipsum,65,vestibulum,84
Nunc rhoncus dui vel sem.,1985,Lebbie Blacklock,aenean,29,elementum,67,nisl,18
Cras in purus eu magna vulputate luctus.,2002,Cathyleen Kellough,tincidunt,12,ut,89,donec,80
"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2012,Winfred Trowel,ultrices,53,odio,89,in,19
Sed sagittis.,2006,Calli Glazer,convallis,56,arcu,43,natoque,89
"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2004,Jamima Shorrock,rhoncus,53,quis,67,mauris,92
"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1999,Birgit Harman,eu,53,ante,120,nibh,89
Suspendisse potenti.,1995,Niels Thornton,lacinia,84,velit,67,feugiat,129
Aenean lectus.,1993,Letisha Crossan,cursus,56,duis,67,vulputate,10
In hac habitasse platea dictumst.,2009,Dare Eldritt,magnis,56,justo,67,rutrum,10
Etiam vel augue.,1995,Adorne Masurel,elit,93,auctor,59,aenean,84
"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",2008,Richardo McGragh,posuere,53,justo,65,sapien,74
Nam nulla.,2006,Jaye Wimpey,in,56,tincidunt,67,vulputate,129
Suspendisse potenti.,2006,Garret Drinkeld,ut,12,ac,65,interdum,92
In hac habitasse platea dictumst.,2004,Cleopatra Quarless,id,98,ligula,65,id,19
"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2005,Creigh McIlvenna,diam,42,morbi,89,consequat,19
Integer ac leo.,2007,Antonia Verbeek,tempus,12,felis,73,orci,74
Cras in purus eu magna vulputate luctus.,2000,Gherardo Pamment,amet,42,vel,73,lobortis,92
Cras in purus eu magna vulputate luctus.,1998,Fletch Jacobowits,platea,23,etiam,73,nulla,19
Integer non velit.,2003,Mirelle Peterken,donec,56,ipsum,43,condimentum,90
Vestibulum rutrum rutrum neque.,2002,Wade Rizzone,sed,12,vestibulum,120,mauris,92
"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2009,Coreen Shore,donec,84,at,53,est,129
"In est risus, auctor sed, tristique in, tempus sit amet, sem.",1995,Evangelia Irnys,quam,53,convallis,67,eu,74
Mauris ullamcorper purus sit amet nulla.,1996,Peter Goodwin,mi,56,tempus,120,elit,10
"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2012,Minetta Onians,nulla,12,nulla,89,nisl,74
"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1992,Judah Dishman,dolor,53,lectus,89,ante,89
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1998,Janis Chiechio,ut,93,arcu,67,praesent,89
"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2006,Jervis Saintsbury,dapibus,12,dictumst,73,libero,80
Nullam molestie nibh in lectus.,1993,Netty Shatliffe,quam,53,eu,53,iaculis,92
Maecenas pulvinar lobortis est.,2011,Cloe Ayshford,magna,56,maecenas,43,fusce,84
"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1994,Eal Swinden,quam,29,felis,73,consequat,10
Etiam justo.,1997,Jourdain Pagin,ligula,84,non,67,nibh,80
"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1996,Terry Franzke,magnis,84,ornare,73,blandit,10
Quisque porta volutpat erat.,2005,Tate Solman,lectus,29,pede,67,ut,80
Duis consequat dui nec nisi volutpat eleifend.,1995,Kristine Snartt,fringilla,12,ac,43,primis,80
Donec posuere metus vitae ipsum.,2009,Kessia Conibear,faucibus,42,pretium,89,sit,10
Praesent lectus.,2000,Christye Mertel,elementum,53,etiam,19,etiam,19
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1999,Rolfe Basindale,a,29,at,43,vitae,92
Nunc purus.,2010,Drucy Beckitt,sed,53,nonummy,65,nullam,80
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,2009,Wilburt Larmuth,vehicula,53,morbi,120,adipiscing,74
Morbi non lectus.,2003,Rex Nono,pulvinar,56,imperdiet,43,pulvinar,90
Donec posuere metus vitae ipsum.,2000,Lizette Brazil,sollicitudin,93,hac,19,ac,129
Nulla facilisi.,1979,Teodoro Ecclesall,massa,23,lacus,43,ac,89
Duis at velit eu est congue elementum.,2009,Billie Walden,nulla,76,in,120,sagittis,18
Sed accumsan felis.,1989,Way Mordacai,massa,93,interdum,53,cursus,10
Suspendisse potenti.,2008,Kellina Pentland,orci,42,odio,73,luctus,129
Suspendisse potenti.,2006,Tommy Jozefowicz,lectus,42,ultrices,120,nibh,92
Mauris ullamcorper purus sit amet nulla.,2008,Hodge Findon,maecenas,53,congue,67,nullam,89
Phasellus sit amet erat.,2005,Osbourne Yakunin,pellentesque,76,nec,53,cras,89
Aenean auctor gravida sem.,1994,Dyna Chastand,lorem,29,sed,120,platea,10
In quis justo.,1985,Hersch Stopforth,id,12,pulvinar,67,vitae,10
Nulla mollis molestie lorem.,2002,Munmro Rhodes,ac,98,mauris,43,quis,10
Etiam pretium iaculis justo.,1995,Vale Eaton,non,53,justo,73,dictumst,84
"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2009,Rollin Center,lorem,93,habitasse,59,ullamcorper,74
Nunc rhoncus dui vel sem.,2004,Hanson Boorer,etiam,53,suspendisse,43,nam,129
In hac habitasse platea dictumst.,2007,Vi Trowel,aliquam,84,lacus,73,adipiscing,89
Aenean fermentum.,1986,Ulrika Dash,ac,56,maecenas,67,tincidunt,80
Aliquam erat volutpat.,2007,Deidre Faulkes,cubilia,23,blandit,67,at,129
Duis aliquam convallis nunc.,1986,Damita Bamfield,duis,84,nibh,120,at,89
Donec quis orci eget orci vehicula condimentum.,2006,Janot Kinig,erat,29,convallis,65,dolor,89
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2009,Mada Rabbage,donec,84,nulla,73,justo,74
Nulla tempus.,2005,Kareem Whisson,nibh,84,nibh,120,et,84
"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2009,Camellia Laycock,ridiculus,29,velit,59,mattis,80
Cras non velit nec nisi vulputate nonummy.,2003,Odilia Verrills,morbi,12,a,19,orci,10
Ut at dolor quis odio consequat varius.,2002,Richmond Brassill,eu,93,cras,59,dolor,89
Sed sagittis.,1998,Renate Stares,dolor,76,viverra,65,mattis,80
Praesent blandit lacinia erat.,1986,Alisun Benford,praesent,84,habitasse,19,erat,89
Aliquam erat volutpat.,2010,Donetta Schimoni,ipsum,53,nisl,59,sem,92
Proin at turpis a pede posuere nonummy.,2000,Brok Gotch,nam,93,sapien,67,donec,10
Donec posuere metus vitae ipsum.,1992,Tim Le Sarr,nam,29,nulla,120,amet,90
Curabitur convallis.,2013,Orran Ciobutaru,sociis,12,convallis,19,donec,10
Donec semper sapien a libero.,1995,Winni Jahns,quam,98,sit,59,pretium,10
Donec quis orci eget orci vehicula condimentum.,2012,Joanna Jouning,non,53,in,120,commodo,74
Curabitur convallis.,1999,Suellen Gouge,quam,42,libero,67,gravida,90
Nunc nisl.,2011,Marietta Lidgett,orci,12,quam,73,ac,80
Duis at velit eu est congue elementum.,2012,Townsend Utteridge,elit,76,porttitor,67,id,89
"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2009,Roxi Tichner,diam,93,amet,65,ut,90
Vivamus vestibulum sagittis sapien.,1999,Hattie Pratten,mauris,93,tempus,73,duis,80
Cras in purus eu magna vulputate luctus.,2002,Clerc Dufaur,turpis,29,sed,53,cras,19
Vivamus tortor.,2006,Reeta Penticost,porttitor,98,leo,19,lorem,92
